household_key,day,coupon_upc,campaign,campaign_type,start_day,end_day
1630,593,53700067076,18,TypeA,587,642
1630,675,51200000009,25,TypeB,659,691
1633,417,10000085364,8,TypeA,412,460
1633,497,10000089073,12,TypeB,477,509
1633,497,51600045033,12,TypeB,477,509
1633,513,10000089124,13,TypeA,504,551
1633,513,10000089128,13,TypeA,504,551
1633,524,10000085429,13,TypeA,504,551
1633,607,10000085477,18,TypeA,587,642
1633,633,52100023024,18,TypeA,587,642
1633,663,10000085490,23,TypeB,646,684
1633,663,54900050082,25,TypeB,659,691
1633,684,54400000032,23,TypeB,646,684
1634,365,51111010133,30,TypeA,323,369
1634,365,53700012075,30,TypeA,323,369
1642,312,54850010009,29,TypeB,281,334
1642,446,10000085366,8,TypeA,412,460
1648,428,10000085363,8,TypeA,412,460
1648,428,51981012076,8,TypeA,412,460
1648,428,57910012076,8,TypeA,412,460
1648,606,52570016075,18,TypeA,587,642
1648,606,55000013950,18,TypeA,587,642
1651,606,10000085475,18,TypeA,587,642
1651,616,10000089304,18,TypeA,587,642
1651,616,50308412050,18,TypeA,587,642
1651,616,53700061674,18,TypeA,587,642
1651,616,57050100082,18,TypeA,587,642
1651,623,54154888076,18,TypeA,587,642
1651,639,54154888076,18,TypeA,587,642
1653,600,10000085475,18,TypeA,587,642
1675,600,57143020076,18,TypeA,587,642
1676,648,10000085491,23,TypeB,646,684
1676,648,54850010033,23,TypeB,646,684
1677,416,53600000078,8,TypeA,412,460
1677,425,10000085361,8,TypeA,412,460
1677,522,10000085425,13,TypeA,504,551
1677,522,10000085426,13,TypeA,504,551
1677,522,10000085427,13,TypeA,504,551
1687,419,10000085364,8,TypeA,412,460
1687,429,10000085364,8,TypeA,412,460
1687,509,10000085426,13,TypeA,504,551
1687,522,10000089077,13,TypeA,504,551
1687,565,53500000076,16,TypeB,561,593
1687,565,53600030082,16,TypeB,561,593
1687,565,55310000076,16,TypeB,561,593
1687,614,57143020076,18,TypeA,587,642
1687,641,10000089251,18,TypeA,587,642
1693,415,51862700076,8,TypeA,412,460
1693,455,10000085361,8,TypeA,412,460
1694,426,10000085361,8,TypeA,412,460
1694,426,54154889078,8,TypeA,412,460
1694,434,57045970076,8,TypeA,412,460
1694,440,52100041050,8,TypeA,412,460
1694,454,10000089029,8,TypeA,412,460
1694,517,10000085429,13,TypeA,504,551
1694,517,52740022050,13,TypeA,504,551
1707,494,57033040050,11,TypeB,477,523
1708,425,10000085361,8,TypeA,412,460
1708,425,55100055075,8,TypeA,412,460
1708,425,55100090033,8,TypeA,412,460
1710,395,53700048182,5,TypeB,377,411
1710,474,50813713084,10,TypeB,463,495
1710,488,53700048182,10,TypeB,463,495
1710,539,10000089131,13,TypeA,504,551
1717,609,10000085476,18,TypeA,587,642
1717,609,10000089263,18,TypeA,587,642
1722,618,10000085475,18,TypeA,587,642
1726,244,51370000076,26,TypeA,224,264
1726,244,51700310076,26,TypeA,224,264
1726,244,52100061176,26,TypeA,224,264
1726,244,57127920076,26,TypeA,224,264
1726,260,54134500033,26,TypeA,224,264
1726,260,54300026124,26,TypeA,224,264
1726,427,10000085364,8,TypeA,412,460
1726,427,10000085373,7,TypeB,398,432
1726,427,57050100076,7,TypeB,398,432
1726,449,55150010034,8,TypeA,412,460
1726,460,10000085361,8,TypeA,412,460
1726,506,10000085426,13,TypeA,504,551
1726,506,10000085432,13,TypeA,504,551
1726,506,53600040087,13,TypeA,504,551
1726,506,54263410033,13,TypeA,504,551
1726,516,54154888076,13,TypeA,504,551
1726,516,54175711040,13,TypeA,504,551
1726,516,55100012007,13,TypeA,504,551
1726,532,54200000076,13,TypeA,504,551
1726,532,57050100078,13,TypeA,504,551
1726,598,54154888076,18,TypeA,587,642
1726,598,57231020034,18,TypeA,587,642
1726,625,51780071276,18,TypeA,587,642
1726,636,50581447025,18,TypeA,587,642
1726,636,51600070033,18,TypeA,587,642
1726,636,54900050076,18,TypeA,587,642
1726,656,58870211150,21,TypeB,624,656
1732,533,10000085427,13,TypeA,504,551
1751,634,51500050033,19,TypeB,603,635
1753,459,51410030033,8,TypeA,412,460
1753,460,51600040033,8,TypeA,412,460
1754,680,57192110076,25,TypeB,659,691
1754,682,52100023030,25,TypeB,659,691
1759,425,10000089015,8,TypeA,412,460
1762,436,10000089012,8,TypeA,412,460
1762,436,51800009050,8,TypeA,412,460
1762,436,53600000078,8,TypeA,412,460
1762,606,10000085475,18,TypeA,587,642
1762,620,10000089305,18,TypeA,587,642
1764,528,10000085425,13,TypeA,504,551
1764,528,53620010050,13,TypeA,504,551
1764,528,54100027032,13,TypeA,504,551
1764,596,51111131075,14,TypeC,531,596
1764,596,53620010028,14,TypeC,531,596
1764,596,54100024032,14,TypeC,531,596
1764,596,54100027032,14,TypeC,531,596
1764,596,54800110055,14,TypeC,531,596
1764,596,54800140060,14,TypeC,531,596
1773,306,51200000033,29,TypeB,281,334
1773,306,54060060033,29,TypeB,281,334
1773,306,57455024450,29,TypeB,281,334
1773,439,10000089064,9,TypeB,435,467
1778,431,52484270076,8,TypeA,412,460
1778,515,10000085429,13,TypeA,504,551
1778,515,10000089106,13,TypeA,504,551
1778,515,54154888076,13,TypeA,504,551
1778,605,10000085479,18,TypeA,587,642
1778,605,53120026033,18,TypeA,587,642
1778,605,57143020076,18,TypeA,587,642
1778,626,10000085475,18,TypeA,587,642
1778,626,10000085476,18,TypeA,587,642
1778,626,54133500050,18,TypeA,587,642
1778,626,55100000013,18,TypeA,587,642
1788,523,10000085427,13,TypeA,504,551
1788,523,52580010042,13,TypeA,504,551
1788,523,53800050033,13,TypeA,504,551
1791,424,10000085363,8,TypeA,412,460
1791,526,10000085429,13,TypeA,504,551
1791,544,10000085426,13,TypeA,504,551
1795,313,52840000051,29,TypeB,281,334
1795,313,57047091041,29,TypeB,281,334
1795,415,54132220050,8,TypeA,412,460
1795,415,54154889078,8,TypeA,412,460
1795,415,55100055075,8,TypeA,412,460
1795,415,55100090033,8,TypeA,412,460
1795,460,10000085366,8,TypeA,412,460
1795,460,53800087950,8,TypeA,412,460
1795,460,55100055075,8,TypeA,412,460
1795,529,52840011033,13,TypeA,504,551
1795,529,54300020076,13,TypeA,504,551
1795,529,57218022076,13,TypeA,504,551
1795,542,51600070033,13,TypeA,504,551
1795,666,54900050082,25,TypeB,659,691
1797,608,51800010250,18,TypeA,587,642
1797,608,54060060076,18,TypeA,587,642
1797,608,55100043133,18,TypeA,587,642
1797,616,10000089290,18,TypeA,587,642
1797,616,52113100033,18,TypeA,587,642
1802,654,57027722976,21,TypeB,624,656
1804,662,52700012033,25,TypeB,659,691
1804,662,52900020076,25,TypeB,659,691
1804,662,54900050082,25,TypeB,659,691
1804,668,52100000076,25,TypeB,659,691
1804,668,57192110076,25,TypeB,659,691
1804,668,57756765034,25,TypeB,659,691
1820,555,55000035576,15,TypeC,547,708
1823,424,53800050033,8,TypeA,412,460
1823,438,10000085364,8,TypeA,412,460
1823,438,51111110076,8,TypeA,412,460
1823,438,55100012140,8,TypeA,412,460
1823,459,51780034078,8,TypeA,412,460
1823,513,10000085429,13,TypeA,504,551
1823,513,10000089098,13,TypeA,504,551
1823,513,10000089113,13,TypeA,504,551
1823,516,54154888076,13,TypeA,504,551
1823,523,53700061076,13,TypeA,504,551
1823,523,57680810050,13,TypeA,504,551
1823,531,54650050060,13,TypeA,504,551
1823,544,52100040050,13,TypeA,504,551
1823,544,52740022050,13,TypeA,504,551
1823,544,53800050033,13,TypeA,504,551
1823,593,53120026033,18,TypeA,587,642
1823,593,55000013950,18,TypeA,587,642
1823,608,10000085478,18,TypeA,587,642
1823,608,52800051098,18,TypeA,587,642
1823,621,51600070033,18,TypeA,587,642
1823,621,51800010250,18,TypeA,587,642
1823,621,53010010033,18,TypeA,587,642
1823,621,54154888076,18,TypeA,587,642
1823,633,51600070033,18,TypeA,587,642
1823,641,54300026050,18,TypeA,587,642
1823,670,10000085495,24,TypeB,659,719
1823,670,53000000036,23,TypeB,646,684
1823,683,10000085496,24,TypeB,659,719
1823,683,55100000033,23,TypeB,646,684
1823,683,57940033055,20,TypeC,615,685
1831,323,54400000033,29,TypeB,281,334
1831,509,51600070033,13,TypeA,504,551
1831,509,57047091041,13,TypeA,504,551
1831,525,10000085425,13,TypeA,504,551
1831,525,53800050033,13,TypeA,504,551
1831,600,10000085479,18,TypeA,587,642
1831,600,51600070033,18,TypeA,587,642
1831,600,55000013950,18,TypeA,587,642
1831,606,54300026050,18,TypeA,587,642
1839,614,51500050013,19,TypeB,603,635
1839,623,53700048182,19,TypeB,603,635
1845,506,53620010050,13,TypeA,504,551
1845,506,54154888076,13,TypeA,504,551
1850,561,10000085482,16,TypeB,561,593
1850,607,10000085475,18,TypeA,587,642
1854,596,10000085475,18,TypeA,587,642
1854,596,53120026033,18,TypeA,587,642
1854,639,10000089319,21,TypeB,624,656
1854,639,56261260075,21,TypeB,624,656
1854,639,57790113076,18,TypeA,587,642
1856,341,51111010133,30,TypeA,323,369
1856,341,52586611376,30,TypeA,323,369
1856,415,53600000078,8,TypeA,412,460
1856,429,52370020076,8,TypeA,412,460
1856,429,57047092032,8,TypeA,412,460
1856,492,10000089073,12,TypeB,477,509
1856,520,51111113178,13,TypeA,504,551
1856,520,51780061082,13,TypeA,504,551
1856,597,54154888076,18,TypeA,587,642
1856,618,55000013950,18,TypeA,587,642
1864,430,10000085361,8,TypeA,412,460
1864,430,50930030075,8,TypeA,412,460
1864,430,53475600050,8,TypeA,412,460
1864,430,57457010076,8,TypeA,412,460
1869,524,10000089123,13,TypeA,504,551
1869,524,52100040050,13,TypeA,504,551
1869,524,53620010050,13,TypeA,504,551
1869,614,10000085478,18,TypeA,587,642
1869,656,53620010028,20,TypeC,615,685
1872,233,51700010076,26,TypeA,224,264
1899,481,10000089073,12,TypeB,477,509
1899,481,51800000050,12,TypeB,477,509
1899,481,52100023024,12,TypeB,477,509
1899,488,51800015033,12,TypeB,477,509
1899,488,54470031076,12,TypeB,477,509
1899,488,57790000032,12,TypeB,477,509
1899,593,10000085477,18,TypeA,587,642
1899,593,51800015050,18,TypeA,587,642
1899,593,52100023024,18,TypeA,587,642
1899,593,57143020076,18,TypeA,587,642
1907,506,10000085429,13,TypeA,504,551
1907,506,10000089111,13,TypeA,504,551
1907,511,52038210082,13,TypeA,504,551
1917,396,53663271277,6,TypeC,393,425
1917,509,10000089109,13,TypeA,504,551
1917,509,51960010076,13,TypeA,504,551
1917,509,52740022050,13,TypeA,504,551
1917,509,54154888076,13,TypeA,504,551
1917,509,54300020076,13,TypeA,504,551
1917,665,52900020076,25,TypeB,659,691
1921,374,54300026150,4,TypeB,372,404
1921,630,10000085479,18,TypeA,587,642
1921,630,10000089290,18,TypeA,587,642
1923,298,53000012033,29,TypeB,281,334
1923,298,54300021057,29,TypeB,281,334
1923,298,57047091041,29,TypeB,281,334
1923,463,51380041309,9,TypeB,435,467
1923,463,52100061076,9,TypeB,435,467
1923,463,52580010042,9,TypeB,435,467
1923,463,53700060051,9,TypeB,435,467
1928,605,51906341075,18,TypeA,587,642
1935,424,58087858576,7,TypeB,398,432
1935,535,10000085425,13,TypeA,504,551
1935,599,10000085479,18,TypeA,587,642
1935,599,51780071276,18,TypeA,587,642
1935,609,51258700050,18,TypeA,587,642
1935,609,54850010033,18,TypeA,587,642
1935,634,53160401082,18,TypeA,587,642
1935,683,10000085495,24,TypeB,659,719
1935,704,10000085496,24,TypeB,659,719
1936,453,10000085363,8,TypeA,412,460
1937,256,57127920076,26,TypeA,224,264
1937,418,10000085361,8,TypeA,412,460
1937,424,10000085361,8,TypeA,412,460
1937,424,10000085366,8,TypeA,412,460
1937,424,10000089006,8,TypeA,412,460
1937,424,52898920076,8,TypeA,412,460
1937,439,53000021076,8,TypeA,412,460
1937,515,52898920076,13,TypeA,504,551
1937,515,54300020076,13,TypeA,504,551
1937,515,55000034042,13,TypeA,504,551
1937,522,53800050033,13,TypeA,504,551
1937,536,50813790076,13,TypeA,504,551
1937,536,52898920076,13,TypeA,504,551
1937,550,51960060050,13,TypeA,504,551
1937,593,10000085475,18,TypeA,587,642
1937,606,10000085476,18,TypeA,587,642
1937,655,55100000033,23,TypeB,646,684
1944,435,10000085364,8,TypeA,412,460
1944,435,10000089044,8,TypeA,412,460
1944,435,51862700076,8,TypeA,412,460
1944,435,52370020076,8,TypeA,412,460
1944,435,52580010042,9,TypeB,435,467
1944,435,53000021076,8,TypeA,412,460
1944,508,52840042034,13,TypeA,504,551
1944,508,53800050033,13,TypeA,504,551
1944,508,58978500076,13,TypeA,504,551
1944,641,52570016075,18,TypeA,587,642
1947,465,50834620078,9,TypeB,435,467
1947,465,54850011033,9,TypeB,435,467
1947,605,52800051098,18,TypeA,587,642
1947,605,54300026050,18,TypeA,587,642
1947,605,54420930024,18,TypeA,587,642
1957,593,10000089300,18,TypeA,587,642
1957,593,53010010033,18,TypeA,587,642
1957,593,53800050033,18,TypeA,587,642
1957,593,55410000076,18,TypeA,587,642
1957,614,10000085477,18,TypeA,587,642
1957,628,53700051551,18,TypeA,587,642
1959,527,10000085429,13,TypeA,504,551
1963,433,10000085363,8,TypeA,412,460
1963,433,52370020076,8,TypeA,412,460
1963,442,10000089049,8,TypeA,412,460
1963,442,52898920076,8,TypeA,412,460
1965,418,10000085361,8,TypeA,412,460
1965,509,10000089133,13,TypeA,504,551
1965,523,10000085427,13,TypeA,504,551
1965,593,10000085477,18,TypeA,587,642
1975,236,52100026076,26,TypeA,224,264
1975,236,57294010013,26,TypeA,224,264
1975,419,57631000076,8,TypeA,412,460
1975,438,52580010042,9,TypeB,435,467
1975,656,53620010028,20,TypeC,615,685
1975,681,54589371155,20,TypeC,615,685
1985,544,10000089092,13,TypeA,504,551
1985,544,51600070033,13,TypeA,504,551
1985,544,54900065036,13,TypeA,504,551
1989,563,53500000076,16,TypeB,561,593
1989,567,52270011076,16,TypeB,561,593
1989,595,54060060076,18,TypeA,587,642
1989,598,57332150033,18,TypeA,587,642
1989,615,51780034082,18,TypeA,587,642
1989,615,57143020076,18,TypeA,587,642
1989,634,10000085475,18,TypeA,587,642
1989,636,53160401082,18,TypeA,587,642
1990,435,10000085369,8,TypeA,412,460
1990,514,10000089111,13,TypeA,504,551
1990,545,10000085428,13,TypeA,504,551
1990,545,10000089106,13,TypeA,504,551
1990,545,10000089124,13,TypeA,504,551
1990,545,54154888076,13,TypeA,504,551
1990,551,10000085432,13,TypeA,504,551
1990,551,54154888076,13,TypeA,504,551
1990,551,56414410013,13,TypeA,504,551
1990,614,10000085475,18,TypeA,587,642
1995,516,10000085428,13,TypeA,504,551
1995,516,10000089098,13,TypeA,504,551
1995,516,51480000076,13,TypeA,504,551
1995,516,54300020076,13,TypeA,504,551
1995,521,52100040050,13,TypeA,504,551
1995,621,54850010033,18,TypeA,587,642
1995,625,10000085477,18,TypeA,587,642
2004,429,51312010033,8,TypeA,412,460
2004,429,52100041050,8,TypeA,412,460
2004,432,54200000033,8,TypeA,412,460
2004,436,10000085363,8,TypeA,412,460
2004,442,51800009050,8,TypeA,412,460
2004,445,54300031076,8,TypeA,412,460
2004,451,52920000042,8,TypeA,412,460
2004,515,10000085429,13,TypeA,504,551
2004,531,51254711082,13,TypeA,504,551
2004,585,53800030050,17,TypeB,575,607
2004,592,10000085479,18,TypeA,587,642
2004,592,54850010033,18,TypeA,587,642
2004,592,54900050076,18,TypeA,587,642
2004,599,51800015050,18,TypeA,587,642
2004,668,54850010033,23,TypeB,646,684
2004,682,51200000076,23,TypeB,646,684
2006,259,53500051576,26,TypeA,224,264
2007,334,51111010133,30,TypeA,323,369
2007,334,51111081160,30,TypeA,323,369
2007,446,53600000078,8,TypeA,412,460
2007,458,10000085363,8,TypeA,412,460
2007,512,10000085428,13,TypeA,504,551
2007,512,10000085429,13,TypeA,504,551
2007,531,53620010050,13,TypeA,504,551
2007,531,54180060033,13,TypeA,504,551
2007,636,10000085478,18,TypeA,587,642
2007,636,51011913593,18,TypeA,587,642
2007,636,51111122076,20,TypeC,615,685
2007,636,51570011042,18,TypeA,587,642
2007,636,51600070033,18,TypeA,587,642
2007,636,51920021576,18,TypeA,587,642
2007,636,53010010033,18,TypeA,587,642
2007,636,53160401082,18,TypeA,587,642
2007,636,53620010028,20,TypeC,615,685
2007,636,53980010082,18,TypeA,587,642
2007,636,54100027032,20,TypeC,615,685
2007,636,54589371155,20,TypeC,615,685
2007,636,55100000013,18,TypeA,587,642
2007,636,57231020034,18,TypeA,587,642
2007,683,50834600078,20,TypeC,615,685
2011,505,10000085429,13,TypeA,504,551
2011,505,10000085432,13,TypeA,504,551
2019,426,53600000078,8,TypeA,412,460
2019,426,54610020076,8,TypeA,412,460
2019,447,10000085363,8,TypeA,412,460
2019,450,51700010076,8,TypeA,412,460
2019,515,10000089082,13,TypeA,504,551
2019,515,10000089106,13,TypeA,504,551
2019,515,54300020076,13,TypeA,504,551
2019,525,10000089092,13,TypeA,504,551
2019,625,10000085479,18,TypeA,587,642
2024,399,53600010082,5,TypeB,377,411
2041,427,10000085363,8,TypeA,412,460
2042,443,10000085364,8,TypeA,412,460
2042,443,52100041050,8,TypeA,412,460
2042,443,53620010050,8,TypeA,412,460
2042,443,57631000076,8,TypeA,412,460
2042,493,10000089073,12,TypeB,477,509
2057,537,10000085426,13,TypeA,504,551
2062,229,51111070142,26,TypeA,224,264
2062,229,51111070424,26,TypeA,224,264
2062,229,51111076635,26,TypeA,224,264
2062,229,51111078555,26,TypeA,224,264
2062,229,54450052251,26,TypeA,224,264
2062,229,55150010034,26,TypeA,224,264
2062,229,55410000076,26,TypeA,224,264
2064,511,51980010075,13,TypeA,504,551
2064,511,54200000076,13,TypeA,504,551
2066,387,51500050013,5,TypeB,377,411
2080,483,10000089073,12,TypeB,477,509
2080,483,51800000050,12,TypeB,477,509
2080,483,53800050033,12,TypeB,477,509
2082,425,52484270076,8,TypeA,412,460
2082,435,10000085363,8,TypeA,412,460
2082,617,10000085479,18,TypeA,587,642
2083,511,51981012076,13,TypeA,504,551
2084,518,10000085425,13,TypeA,504,551
2084,612,55000013950,18,TypeA,587,642
2085,412,10000089029,8,TypeA,412,460
2085,412,10000089040,8,TypeA,412,460
2085,412,52100041050,8,TypeA,412,460
2085,412,55000013033,8,TypeA,412,460
2085,524,51600050042,13,TypeA,504,551
2085,524,52740022050,13,TypeA,504,551
2085,531,10000085425,13,TypeA,504,551
2085,531,10000085427,13,TypeA,504,551
2087,509,10000085426,13,TypeA,504,551
2087,509,10000089079,13,TypeA,504,551
2087,509,54154888076,13,TypeA,504,551
2087,509,54300020076,13,TypeA,504,551
2087,509,55714580087,13,TypeA,504,551
2087,509,57680810050,13,TypeA,504,551
2088,608,10000085475,18,TypeA,587,642
2088,608,10000085478,18,TypeA,587,642
2094,593,10000085479,18,TypeA,587,642
2094,593,54900050076,18,TypeA,587,642
2094,593,57143020076,18,TypeA,587,642
2100,536,10000085425,13,TypeA,504,551
2100,536,10000089076,13,TypeA,504,551
2100,536,10000089106,13,TypeA,504,551
2100,536,51980010075,13,TypeA,504,551
2100,536,52840011033,13,TypeA,504,551
2100,536,55410000076,13,TypeA,504,551
2100,590,10000085475,18,TypeA,587,642
2100,590,51800015050,18,TypeA,587,642
2100,590,51960010076,18,TypeA,587,642
2100,590,52500010050,18,TypeA,587,642
2100,590,53010010033,18,TypeA,587,642
2100,590,53500035050,18,TypeA,587,642
2100,590,53800050033,18,TypeA,587,642
2100,590,54300026050,18,TypeA,587,642
2100,590,55410000076,18,TypeA,587,642
2111,244,55410000076,26,TypeA,224,264
2112,513,54100024950,13,TypeA,504,551
2112,513,55000013050,13,TypeA,504,551
2112,598,10000085475,18,TypeA,587,642
2112,598,53120026033,18,TypeA,587,642
2115,418,10000085363,8,TypeA,412,460
2115,418,57045970076,8,TypeA,412,460
2117,284,50000540076,29,TypeB,281,334
2123,505,10000085425,13,TypeA,504,551
2123,505,51113240013,13,TypeA,504,551
2123,505,52016910055,13,TypeA,504,551
2123,505,54180010033,13,TypeA,504,551
2123,505,54650050060,13,TypeA,504,551
2123,505,57255400076,13,TypeA,504,551
2123,590,10000089251,18,TypeA,587,642
2123,590,10000089259,18,TypeA,587,642
2123,590,51960010076,18,TypeA,587,642
2123,590,57631000076,18,TypeA,587,642
2124,333,52100026076,30,TypeA,323,369
2124,342,55703710075,30,TypeA,323,369
2124,469,51500059033,10,TypeB,463,495
2124,483,10000089073,12,TypeB,477,509
2124,483,54300010033,12,TypeB,477,509
2124,490,54470031076,12,TypeB,477,509
2124,504,51800000050,12,TypeB,477,509
2124,514,10000089111,13,TypeA,504,551
2124,534,53800050033,13,TypeA,504,551
2124,541,10000085428,13,TypeA,504,551
2124,595,52200090076,18,TypeA,587,642
2124,608,51500050033,19,TypeB,603,635
2124,608,52100023024,18,TypeA,587,642
2124,608,57007461076,19,TypeB,603,635
2124,625,10000085475,18,TypeA,587,642
2124,625,51500050013,19,TypeB,603,635
2124,625,51600070033,18,TypeA,587,642
2124,625,53400061150,18,TypeA,587,642
2124,625,53700048182,19,TypeB,603,635
2124,625,55220010013,19,TypeB,603,635
2130,528,10000085427,13,TypeA,504,551
2130,528,10000089128,13,TypeA,504,551
2130,528,51480000076,13,TypeA,504,551
2130,528,54150023150,13,TypeA,504,551
2130,528,55410000076,13,TypeA,504,551
2130,528,57047091041,13,TypeA,504,551
2130,528,57084400050,13,TypeA,504,551
2130,528,57756765076,13,TypeA,504,551
2130,601,10000085475,18,TypeA,587,642
2130,601,10000089253,18,TypeA,587,642
2130,601,51111114101,18,TypeA,587,642
2130,601,54060060076,18,TypeA,587,642
2130,619,51298810078,18,TypeA,587,642
2130,619,53010010033,18,TypeA,587,642
2130,619,57144800076,18,TypeA,587,642
2134,540,55000035282,13,TypeA,504,551
2147,510,10000085425,13,TypeA,504,551
2147,510,10000089133,13,TypeA,504,551
2147,510,54150023150,13,TypeA,504,551
2147,510,57680810050,13,TypeA,504,551
2147,522,10000089127,13,TypeA,504,551
2147,522,51330021113,13,TypeA,504,551
2147,620,10000085475,18,TypeA,587,642
2147,620,10000089302,18,TypeA,587,642
2147,620,54850010033,18,TypeA,587,642
2148,340,51111070124,30,TypeA,323,369
2148,638,10000089290,18,TypeA,587,642
2156,512,56414410013,13,TypeA,504,551
2158,603,10000085475,18,TypeA,587,642
2158,603,10000089288,18,TypeA,587,642
2158,603,51800015050,18,TypeA,587,642
2158,603,57332150033,18,TypeA,587,642
2158,631,51298810078,18,TypeA,587,642
2158,631,54154888076,18,TypeA,587,642
2162,623,51600070033,18,TypeA,587,642
2168,444,10000085363,8,TypeA,412,460
2168,592,10000085475,18,TypeA,587,642
2168,592,10000085479,18,TypeA,587,642
2168,592,10000089248,18,TypeA,587,642
2168,592,52100023024,18,TypeA,587,642
2171,569,53700048076,16,TypeB,561,593
2185,517,10000085426,13,TypeA,504,551
2185,517,51480000076,13,TypeA,504,551
2185,517,51980010075,13,TypeA,504,551
2199,436,10000085364,8,TypeA,412,460
2199,436,52100041050,8,TypeA,412,460
2199,436,53000021076,8,TypeA,412,460
2199,436,57045970076,8,TypeA,412,460
2199,451,10000085378,9,TypeB,435,467
2199,451,54300026033,9,TypeB,435,467
2199,515,10000085426,13,TypeA,504,551
2199,551,52100040050,13,TypeA,504,551
2199,596,10000085475,18,TypeA,587,642
2199,596,51200092776,18,TypeA,587,642
2199,637,52500010050,18,TypeA,587,642
2199,637,54300026050,18,TypeA,587,642
2199,637,55480017133,18,TypeA,587,642
2200,327,51960010076,30,TypeA,323,369
2200,369,54154888076,30,TypeA,323,369
2200,430,10000085363,8,TypeA,412,460
2200,430,10000085369,8,TypeA,412,460
2200,487,51600045033,12,TypeB,477,509
2200,487,52529311476,12,TypeB,477,509
2200,516,10000085425,13,TypeA,504,551
2200,516,54154888076,13,TypeA,504,551
2200,531,55410000076,13,TypeA,504,551
2200,550,52740022050,13,TypeA,504,551
2200,591,10000085475,18,TypeA,587,642
2200,591,51800015050,18,TypeA,587,642
2200,591,51960010076,18,TypeA,587,642
2200,591,54154888076,18,TypeA,587,642
2200,591,55410000076,18,TypeA,587,642
2200,591,57680000050,18,TypeA,587,642
2200,633,51800000050,22,TypeB,624,656
2200,633,52100000031,22,TypeB,624,656
2200,633,52800031032,22,TypeB,624,656
2200,633,57045970076,22,TypeB,624,656
2213,243,51370000076,26,TypeA,224,264
2213,243,52898920076,26,TypeA,224,264
2217,505,10000085426,13,TypeA,504,551
2217,520,51780031082,13,TypeA,504,551
2222,433,50004110076,8,TypeA,412,460
2231,593,10000085478,18,TypeA,587,642
2231,593,53700026850,18,TypeA,587,642
2231,620,51862700076,18,TypeA,587,642
2231,620,53600010087,19,TypeB,603,635
2233,344,54154888076,30,TypeA,323,369
2233,344,54850011076,30,TypeA,323,369
2233,415,10000085366,8,TypeA,412,460
2233,415,57910012076,8,TypeA,412,460
2233,422,57127900036,8,TypeA,412,460
2233,510,10000085425,13,TypeA,504,551
2233,510,54154888076,13,TypeA,504,551
2233,510,57047091041,13,TypeA,504,551
2233,646,10000085493,23,TypeB,646,684
2233,646,52840000082,23,TypeB,646,684
2233,646,55200017313,23,TypeB,646,684
2234,610,10000089290,18,TypeA,587,642
2234,623,10000085475,18,TypeA,587,642
2234,623,57050100082,18,TypeA,587,642
2237,523,10000089081,13,TypeA,504,551
2237,523,51600070033,13,TypeA,504,551
2237,523,54100024950,13,TypeA,504,551
2237,523,57047091041,13,TypeA,504,551
2237,604,10000085475,18,TypeA,587,642
2237,604,10000089276,18,TypeA,587,642
2237,604,10000089290,18,TypeA,587,642
2237,604,51600070033,18,TypeA,587,642
2237,604,52100023024,18,TypeA,587,642
2240,226,53600000001,26,TypeA,224,264
2240,344,53600011082,30,TypeA,323,369
2240,466,53600000082,10,TypeB,463,495
2240,604,10000085479,18,TypeA,587,642
2240,604,53210060033,18,TypeA,587,642
2240,609,53600010087,19,TypeB,603,635
2240,629,53600010087,19,TypeB,603,635
2240,688,53400022076,25,TypeB,659,691
2240,688,54900050082,25,TypeB,659,691
2240,688,58768484040,25,TypeB,659,691
2244,368,57790000075,30,TypeA,323,369
2260,646,51800000050,22,TypeB,624,656
2260,646,52100000031,22,TypeB,624,656
2260,646,54450000076,22,TypeB,624,656
2260,646,57045970076,22,TypeB,624,656
2264,430,10000085364,8,TypeA,412,460
2270,671,58768484040,25,TypeB,659,691
2275,681,52700012033,25,TypeB,659,691
2275,681,57797520075,25,TypeB,659,691
2275,692,10000085496,24,TypeB,659,719
2280,225,57008510075,26,TypeA,224,264
2280,241,53400022076,26,TypeA,224,264
2280,323,51254711078,30,TypeA,323,369
2280,323,57103800077,30,TypeA,323,369
2280,413,53600000078,8,TypeA,412,460
2280,466,53700048182,10,TypeB,463,495
2280,512,10000085427,13,TypeA,504,551
2280,512,51700010076,13,TypeA,504,551
2280,593,10000085478,18,TypeA,587,642
2280,593,54900050076,18,TypeA,587,642
2280,601,53700061674,18,TypeA,587,642
2280,601,53770000076,18,TypeA,587,642
2280,659,54900050082,25,TypeB,659,691
2282,589,10000085475,18,TypeA,587,642
2284,425,10000085363,8,TypeA,412,460
2284,593,10000085475,18,TypeA,587,642
2305,237,57143030076,26,TypeA,224,264
2305,237,57756765876,26,TypeA,224,264
2305,260,54900020032,26,TypeA,224,264
2305,348,53010030033,30,TypeA,323,369
2305,359,51111111175,3,TypeC,356,412
2305,510,10000085426,13,TypeA,504,551
2305,510,52740022050,13,TypeA,504,551
2305,514,51600070033,13,TypeA,504,551
2305,520,53620010050,13,TypeA,504,551
2305,520,54200000076,13,TypeA,504,551
2305,599,10000085475,18,TypeA,587,642
2305,599,51570011042,18,TypeA,587,642
2305,641,51600070033,18,TypeA,587,642
2305,641,55410000076,18,TypeA,587,642
2305,662,54100024032,20,TypeC,615,685
